id,channel_id,counter_edge_id,from_node_id,to_node_id,balance,fee_base,fee_proportional,min_htlc,timelock
30821,15410,30820,348,1608,15649616416,1,1,1000,144
30822,15411,30823,1608,332,1241625200,1000,81,1000,44
30823,15411,30822,332,1608,14758374800,1,1,1000,144
30824,15412,30825,358,1608,559025681,1,1,1000,144
30825,15412,30824,1608,358,15440974319,1000,81,1000,44
30826,15413,30827,2687,177,1615496469,1000,10,1000,144
30827,15413,30826,177,2687,15161718531,1000,750,1,144
30828,15414,30829,227,3497,2776650,0,0,1000,29
30829,15414,30828,3497,227,48223350,1000,1,1000,40
30830,15415,30831,3470,1642,1231935628,300,300,1,80
30831,15415,30830,1642,3470,15538064372,420,420,1000,120
30832,15416,30833,263,2018,4575247,1000,1,1000,40
30833,15416,30832,2018,263,2495424753,116,1,1000,40
30834,15417,30835,3070,130,15055669,1000,1,1000,40
30835,15417,30834,130,3070,1984944331,1,2,1000,40
30836,15418,30837,1088,86,154704756,1000,1,1,40
30837,15418,30836,86,1088,1845295244,20,1000,1000,40
30838,15419,30839,2687,1474,525808626,1000,10,1000,144
30839,15419,30838,1474,2687,9474191374,1,1,1000,144
30840,15420,30841,2491,77,4539063,1000,1,1000,40
30841,15420,30840,77,2491,45460937,1000,1700,1,30
30842,15421,30843,2491,3513,14637594,1000,1,1000,40
30843,15421,30842,3513,2491,185362406,1000,1,1000,40
30844,15422,30845,3473,77,7263603,1000,1,1000,40
30845,15422,30844,77,3473,432736397,1000,1700,1000,30
30846,15423,30847,2739,1833,176682702,37,37,1000,37
30847,15423,30846,1833,2739,1823163298,1000,10,1,34
30848,15424,30849,2010,2982,4388288,28798,2,1,34
30849,15424,30848,2982,2010,995611712,1000,1,1000,40
30850,15425,30851,1088,3541,4171629,1000,1,1,40
30851,15425,30850,3541,1088,95828371,1000,1,1000,40
30852,15426,30853,54,2620,9350768,1000,1,1,40
30853,15426,30852,2620,54,281991232,1000,1,1000,40
30854,15427,30855,2226,340,611033175,3000,99,1000,143
30855,15427,30854,340,2226,9388966825,1,1,1000,144
30856,15428,30857,2024,161,87761999,500,1,1000,40
30857,15428,30856,161,2024,912238001,431,1,1,14
30858,15429,30859,177,3101,70929059,1000,100,1,144
30859,15429,30858,3101,177,1929070941,1000,1,1000,40
30860,15430,30861,1642,3542,72407723,420,420,1000,120
30861,15430,30860,3542,1642,1927592277,499,89,1000,75
30862,15431,30863,3409,467,1449418,1000,1,1000,40
30863,15431,30862,467,3409,14522582,1000,1,1000,40
30864,15432,30865,3543,3150,310201477,1000,100,1000,40
30865,15432,30864,3150,3543,6189798523,1000,1,1000,40
30866,15433,30867,3451,2010,38236440,1000,1,1000,40
30867,15433,30866,2010,3451,961763560,30353,397,1,34
30868,15434,30869,3543,1351,173554678,1000,100,1,40
30869,15434,30868,1351,3543,2676445322,1000,100,1000,40
30870,15435,30871,54,3483,6044099,1000,1,1,40
30871,15435,30870,3483,54,243609901,989,1,1000,40
30872,15436,30873,3483,227,14914981,989,1,1000,40
30873,15436,30872,227,3483,298609019,0,0,1000,29
30874,15437,30875,660,3334,75147642,5000,500,1000,40
30875,15437,30874,3334,660,2424852358,1000,450,1000,40
30876,15438,30877,2010,206,64361445,35340,1,1,34
30877,15438,30876,206,2010,935638555,1000,1,1000,40
30878,15439,30879,3422,2010,741056,1,1,1000,34
30879,15439,30878,2010,3422,999258944,22160,1,1,34
30880,15440,30881,1733,3115,7414424,1000,1,1,40
30881,15440,30880,3115,1733,492585576,1000,1,1000,40
30882,15441,30883,2687,177,840772023,1000,10,1000,144
30883,15441,30882,177,2687,15936442977,1000,750,1,144
30884,15442,30885,1733,3115,17547467,1000,1,1,40
30885,15442,30884,3115,1733,182452533,1000,1,1000,40
30886,15443,30887,46,3544,36866155,1000,1,1,40
30887,15443,30886,3544,46,430885845,1000,1,1000,40
30888,15444,30889,1777,177,33722114,1000,100,1000,40
30889,15444,30888,177,1777,16743492886,1000,100,1,144
30890,15445,30891,3545,1607,93465126,0,1800,1000,40
30891,15445,30890,1607,3545,2911534874,1000,1,1000,40
30892,15446,30893,3545,2520,54095129,0,1800,1000,40
30893,15446,30892,2520,3545,2950904871,1000,1,1000,40
30894,15447,30895,353,2735,1946336,1,1,1000,144
30895,15447,30894,2735,353,41179664,1000,1,1,40
30896,15448,30897,358,3546,3964227,1,1,1000,144
30897,15448,30896,3546,358,151732773,1000,1,1000,40
30898,15449,30899,2024,2371,8085214,1000,1,1000,40
30899,15449,30898,2371,2024,12391914786,1000,1,1000,40
30900,15450,30901,349,3546,376055,1,1,1000,144
30901,15450,30900,3546,349,586523945,1000,1,1000,40
30902,15451,30903,3547,350,71276325,1000,1,1000,40
30903,15451,30902,350,3547,3098730675,1,1,1000,144
30904,15452,30905,3547,350,655130070,1000,1,1000,40
30905,15452,30904,350,3547,9344869930,1,1,1000,144
30906,15453,30907,3548,342,39261287,1000,1,1000,40
30907,15453,30906,342,3548,631306713,1,1,1000,144
30908,15454,30909,3549,3094,1374744,1000,10,0,14
30909,15454,30908,3094,3549,16625256,1000,10,0,34
30910,15455,30911,979,3082,21765742,1000,1,1000,40
30911,15455,30910,3082,979,368234258,1000,1,1,144
30912,15456,30913,3550,130,57002,1000,1,1000,40
30913,15456,30912,130,3550,86860998,1,1,1000,40
30914,15457,30915,1999,376,8786652,1000,1,1000,40
30915,15457,30914,376,1999,86674348,1000,1,1000,40
30916,15458,30917,358,1999,4976149,1,1,1000,144
30917,15458,30916,1999,358,91078851,1000,1,1,40
30918,15459,30919,54,3509,13329838,1000,1,1,40
30919,15459,30918,3509,54,278643162,1000,1,1000,40
30920,15460,30921,2280,3245,665277377,1000,100,1000,144
30921,15460,30920,3245,2280,14334722623,1000,1,1,40
30922,15461,30923,936,3115,18099500,1000,1,1000,40
30923,15461,30922,3115,936,431900500,1000,1,1000,40
30924,15462,30925,46,3269,72248007,1000,1,1000,40
30925,15462,30924,3269,46,16677751993,1000,1,1000,40
30926,15463,30927,343,3542,123582845,1,1,1000,144
30927,15463,30926,3542,343,1876417155,499,89,1000,75
30928,15464,30929,3545,1836,283015311,0,1800,1000,40
30929,15464,30928,1836,3545,2721984689,500,1,1000,40
30930,15465,30931,476,3101,94970535,5000,500,1000,40
30931,15465,30930,3101,476,1305029465,1000,1,10000,40
30932,15466,30933,3545,1731,128395960,0,1800,1000,40
30933,15466,30932,1731,3545,2876604040,1000,1,1,40
30934,15467,30935,3093,77,19587103,1000,1,1000,40
30935,15467,30934,77,3093,280412897,1000,1700,1000,30
30936,15468,30937,2739,130,117085492,37,37,1000,37
30937,15468,30936,130,2739,1882914508,1,2000,1000,40
30938,15469,30939,3551,334,4592553,1000,1,1000,40
30939,15469,30938,334,3551,79887447,1,1,1000,144
30940,15470,30941,54,3552,22421744,1000,1,1000,40
30941,15470,30940,3552,54,224045256,1000,1,1000,40
30942,15471,30943,54,3553,3451890,1000,1,1000,40
30943,15471,30942,3553,54,305363110,1,1,1000,40
30944,15472,30945,46,3554,1002601,1000,1,0,40
30945,15472,30944,3554,46,18997399,1000,10,1000,34
30946,15473,30947,1426,3187,44192901,1000,20,1000,144
30947,15473,30946,3187,1426,955808099,1000,20,1000,40
30948,15474,30949,2248,3362,73697400,1000,1,1000,40
30949,15474,30948,3362,2248,1176302600,1000,1,1000,40
30950,15475,30951,2248,3115,53098047,1000,1,1000,40
30951,15475,30950,3115,2248,537079953,1000,1,1000,40
30952,15476,30953,2248,3115,12031041,1000,1,1000,40
30953,15476,30952,3115,2248,113622959,1000,1,1000,40
30954,15477,30955,3481,3555,1721881,1000,1,1000,40
30955,15477,30954,3555,3481,23278119,1000,1,1,40
30956,15478,30957,1475,3245,652474268,1,1,1000,144
30957,15478,30956,3245,1475,9347525732,1000,1,1,40
30958,15479,30959,2695,3556,44968980,0,100,1000,40
30959,15479,30958,3556,2695,405031020,1000,10,1000,40
30960,15480,30961,3556,3049,3686202,1200,10,1000,40
30961,15480,30960,3049,3556,316313798,1000,8,1000,40
30962,15481,30963,2687,347,485720072,1000,10,1000,144
30963,15481,30962,347,2687,9514279928,1,1,1000,144
30964,15482,30965,3485,46,433951,1000,1,1000,40
30965,15482,30964,46,3485,55667049,1000,1,1,40
30966,15483,30967,46,3269,1007685532,1000,1,1000,40
30967,15483,30966,3269,46,15755748468,1000,1,1000,40
30968,15484,30969,1475,3557,6366800,1,1,1000,144
30969,15484,30968,3557,1475,2593633200,0,1,1000,40
30970,15485,30971,3217,130,47885554,99,1,1000,143
30971,15485,30970,130,3217,1952114446,1,2,1000,40
30972,15486,30973,3070,1476,179587783,1000,1,1000,40
30973,15486,30972,1476,3070,2840412217,1,1,1000,144
30974,15487,30975,3558,343,264657933,1000,1,1,40
30975,15487,30974,343,3558,2755342067,1,1,1000,144
30976,15488,30977,3559,326,1240513,1000,1,1000,40
30977,15488,30976,326,3559,24106487,1,1,1000,144
30978,15489,30979,3560,359,3478269,1000,1,1,40
30979,15489,30978,359,3560,43882731,1,1,1000,144
30980,15490,30981,2430,3542,269661092,1000,100,1000,75
30981,15490,30980,3542,2430,12230338908,499,89,1000,75
30982,15491,30983,3557,58,13949368,0,1,1000,40
30983,15491,30982,58,3557,486050632,1000,1,1000,40
30984,15492,30985,3556,958,44359306,1000,20,1000,40
30985,15492,30984,958,3556,405640694,1000,1,1000,40
30986,15493,30987,3557,130,13639408,1000,1,1000,40
30987,15493,30986,130,3557,136360592,1,2,1000,40
30988,15494,30989,54,3525,28008504,1000,1,1,40
30989,15494,30988,3525,54,276855496,1000,1,1000,40
30990,15495,30991,1473,2687,294998417,1,1,1000,144
30991,15495,30990,2687,1473,12647510583,1000,10,1000,144
30992,15496,30993,977,903,194643977,849,489,1000,40
30993,15496,30992,903,977,4805356023,1000,1,1,40
30994,15497,30995,3557,130,91204782,0,1,1000,40
30995,15497,30994,130,3557,1908795218,1,1,1000,40
30996,15498,30997,3561,177,50902298,1000,100,1000,144
30997,15498,30996,177,3561,949097702,1000,100,1,144
30998,15499,30999,3562,3563,13196521,1000,1,1000,40
30999,15499,30998,3563,3562,186803479,1000,1,1000,40
31000,15500,31001,1608,2883,200655468,1000,81,1000,44
31001,15500,31000,2883,1608,2799344532,1000,1,1000,40
31002,15501,31003,1608,2967,40163380,1000,81,1000,44
31003,15501,31002,2967,1608,619899620,1000,1,1,40
31004,15502,31005,1777,2967,12282127,1000,100,1000,40
31005,15502,31004,2967,1777,647375873,1000,1,1,40
31006,15503,31007,907,1608,50853834,1000,1,1000,40
31007,15503,31006,1608,907,1949146166,1000,81,1000,44
31008,15504,31009,353,201,338589543,1,1,1000,144
31009,15504,31008,201,353,9661410457,100,1000,1,50
31010,15505,31011,201,1474,568332119,100,1000,1,50
31011,15505,31010,1474,201,9431667881,1,1,1000,144
31012,15506,31013,3564,1,7949053,0,10,1000,40
31013,15506,31012,1,3564,147730947,1000,1,1,40
31014,15507,31015,46,3565,21131539,1000,1,1,40
31015,15507,31014,3565,46,440936461,1000,100,1000,144
31016,15508,31017,3564,77,3164619,0,10,1000,40
31017,15508,31016,77,3564,61835381,1000,1700,1,30
31018,15509,31019,2520,3566,59514977,1000,1,1000,40
31019,15509,31018,3566,2520,940485023,1000,1,1,40
31020,15510,31021,150,3567,6817674,99,1,1000,144
31021,15510,31020,3567,150,325356326,1000,1,1000,40
31022,15511,31023,46,3553,2189004,1000,1,1000,40
31023,15511,31022,3553,46,41116996,1,1,1000,40
31024,15512,31025,2010,3543,9102468,24229,7,1000,34
31025,15512,31024,3543,2010,990897532,1000,100,0,40
31026,15513,31027,2010,1607,55645081,47207,1,1,34
31027,15513,31026,1607,2010,944354919,1000,1,1000,40
31028,15514,31029,2010,3187,1726680,22028,2571,1,34
31029,15514,31028,3187,2010,998273320,44056,2571,1000,34
31030,15515,31031,2226,2288,121543116,3000,99,1000,143
31031,15515,31030,2288,2226,1878456884,1000,100,1000,40
31032,15516,31033,3568,219,84718441,1000,1,1000,144
31033,15516,31032,219,3568,3088226559,2000,100,1000,200
31034,15517,31035,1818,192,27423206,1000,1,1000,144
31035,15517,31034,192,1818,324559794,5000,500,1,144
31036,15518,31037,1205,2943,3111735,0,0,1000,25
31037,15518,31036,2943,1205,32688265,1000,1,1,40
31038,15519,31039,222,43,1407107,1000,990,1000,72
31039,15519,31038,43,222,34935893,1000,1,1000,40
31040,15520,31041,43,466,1161622,1000,1,1000,40
31041,15520,31040,466,43,15390378,1000,1,1000,40
31042,15521,31043,3569,423,6681980,1000,1,1000,40
31043,15521,31042,423,3569,90527020,1000,1,1000,40
31044,15522,31045,3512,344,2110610,1000,1,1,40
31045,15522,31044,344,3512,20877390,1,1,1000,144
31046,15523,31047,3569,33,1986579,1000,1,1000,40
31047,15523,31046,33,3569,95222421,0,0,1,40
31048,15524,31049,3512,928,2698981,1000,1,1000,40
31049,15524,31048,928,3512,24902019,1000,1,1000,40
31050,15525,31051,3472,3464,2508386,1000,1,1,40
31051,15525,31050,3464,3472,31318614,490,1,1000,40
31052,15526,31053,3569,46,3382576,1000,1,1000,40
31053,15526,31052,46,3569,93825424,1000,1,1,40
31054,15527,31055,3569,281,5387494,1000,1,1000,40
31055,15527,31054,281,3569,91820506,0,100,1000,24
31056,15528,31057,3569,64,4162625,1000,1,1000,40
31057,15528,31056,64,3569,93543375,1000,5,1,40
31058,15529,31059,276,3074,257973604,42,13,1000,42
31059,15529,31058,3074,276,3623126396,10,100,1000,420
31060,15530,31061,3569,1474,4977292,1000,1,1000,40
31061,15530,31060,1474,3569,92728708,1,1,1000,144
31062,15531,31063,3568,1642,298169032,1000,1,1000,144
31063,15531,31062,1642,3568,2967753968,420,420,1000,120
31064,15532,31065,3568,1420,22857151,1000,1,1000,144
31065,15532,31064,1420,3568,298685849,1000,10,1,34
31066,15533,31067,3569,746,7944650,1000,1,1000,40
31067,15533,31066,746,3569,90065350,166,1,1000,40
31068,15534,31069,3569,556,4446143,1000,1,1000,40
31069,15534,31068,556,3569,93563857,1000,1,1000,40
31070,15535,31071,3472,342,18183956,1000,1,1,40
31071,15535,31070,342,3472,176108044,1,1,1000,144
31072,15536,31073,3569,1088,7916086,1000,1,1000,40
31073,15536,31072,1088,3569,90093914,1000,1,1,40
31074,15537,31075,201,347,448454126,100,1000,1,50
31075,15537,31074,347,201,9551545874,1,1,1000,144
31076,15538,31077,1618,3482,9268128,1000,1,1,40
31077,15538,31076,3482,1618,4990731872,1000,35,1000,40
31078,15539,31079,3449,1474,183170647,1000,35,1000,40
31079,15539,31078,1474,3449,4816829353,1,1,1000,144
31080,15540,31081,1840,2520,99943857,1000,1,1,40
31081,15540,31080,2520,1840,900056143,1000,1,1000,40
31082,15541,31083,3015,1436,81926743,1000,250,1000,40
31083,15541,31082,1436,3015,4918073257,1000,2500,1000,40
31084,15542,31085,46,1840,62470017,1000,1,1000,40
31085,15542,31084,1840,46,937529983,1000,1,1000,40
31086,15543,31087,1777,1840,30805967,1000,100,1000,40
31087,15543,31086,1840,1777,969194033,1000,1,1,40
31088,15544,31089,1473,3265,158976846,1,1,1000,144
31089,15544,31088,3265,1473,2861023154,1,1000000,1000,4
31090,15545,31091,3482,3449,318174411,0,0,1000,40
31091,15545,31090,3449,3482,9681825589,0,0,1000,40
31092,15546,31093,1305,6,11145489,1000,1,1000,40
31093,15546,31092,6,1305,163854511,1000,1,1000,40
31094,15547,31095,3449,1474,113114883,1000,35,1000,40
31095,15547,31094,1474,3449,9886885117,1,1,1000,144
31096,15548,31097,1777,1940,159359847,1000,100,1000,40
31097,15548,31096,1940,1777,5340640153,1000,100,1000,40
31098,15549,31099,1940,63,139232378,1000,100,1000,40
31099,15549,31098,63,1940,3660767622,1000,1,1000,40
31100,15550,31101,1088,1940,303400846,1000,1,1,40
31101,15550,31100,1940,1088,3696599154,1000,100,1000,40
31102,15551,31103,410,1940,111669034,199,199,1,40
31103,15551,31102,1940,410,3888330966,1000,100,1000,40
31104,15552,31105,1205,1940,374710307,0,0,1000,25
31105,15552,31104,1940,1205,3625289693,1000,100,1000,40
31106,15553,31107,95,1940,69040475,1000,1,1000,40
31107,15553,31106,1940,95,3930959525,1000,100,1000,40
31108,15554,31109,476,1840,57905078,5000,500,1000,40
31109,15554,31108,1840,476,942094922,1000,1,10000,40
31110,15555,31111,1115,3570,7828399,1,1,1,10
31111,15555,31110,3570,1115,92171601,1000,1,1000,40
31112,15556,31113,3568,2010,64216312,1000,1,1000,144
31113,15556,31112,2010,3568,2150344688,0,1,1,34
31114,15557,31115,98,3295,97904681,1000,1,1,40
31115,15557,31114,3295,98,902095319,1000,6,1000,40
31116,15558,31117,2687,177,1120580151,1000,10,1000,144
31117,15558,31116,177,2687,15656634849,1000,750,1,144
31118,15559,31119,1926,77,144527668,1000,1,1000,40
31119,15559,31118,77,1926,2155472332,1000,1700,1000,30
31120,15560,31121,3571,466,1479864,1000,1,1,40
31121,15560,31120,466,3571,16039136,1000,1,1000,40
31122,15561,31123,54,3572,4813076,1000,1,1,40
31123,15561,31122,3572,54,45186924,1000,1,1000,40
31124,15562,31125,349,3467,290269487,1,1,1000,144
31125,15562,31124,3467,349,4589730513,229,46,1000,40
31126,15563,31127,2068,3571,753110,0,10,1000,144
31127,15563,31126,3571,2068,17090890,1000,1,1,40
31128,15564,31129,3571,3573,557273,1000,1,1,40
31129,15564,31128,3573,3571,16666727,1000,1,1000,40
31130,15565,31131,1473,3554,147869,1,1,1000,144
31131,15565,31130,3554,1473,19852131,1000,10,1,34
31132,15566,31133,3543,151,8730190,1000,100,1,40
31133,15566,31132,151,3543,491269810,2,0,1000,144
31134,15567,31135,1914,2018,26089080,1000,1,1000,40
31135,15567,31134,2018,1914,3973910920,116,1,1000,40
31136,15568,31137,1914,76,19201275,1000,1,1000,40
31137,15568,31136,76,1914,3980798725,1000,1,1,40
31138,15569,31139,1914,86,269584356,1000,1,1000,40
31139,15569,31138,86,1914,3730415644,20,1000,1000,40
31140,15570,31141,1816,1914,188411845,1000,10,1,14
31141,15570,31140,1914,1816,2811588155,1000,1,1000,40
31142,15571,31143,1859,22,23578948,1000,1,1000,40
31143,15571,31142,22,1859,2976421052,1000,1,1000,40
31144,15572,31145,1859,1685,63024964,1000,1,1000,40
31145,15572,31144,1685,1859,2936975036,0,1,1000,144
31146,15573,31147,1859,227,239785423,1000,1,1000,40
31147,15573,31146,227,1859,4260214577,0,0,1000,29
31148,15574,31149,3574,77,38801199,1000,1,1000,40
31149,15574,31148,77,3574,1461198801,1000,1700,1,30
31150,15575,31151,1914,76,20594922,1000,1,1000,40
31151,15575,31150,76,1914,229405078,1000,1,1,40
31152,15576,31153,1259,371,2966496,1000,1,0,40
31153,15576,31152,371,1259,190541504,1000,1,1000,34
31154,15577,31155,353,3113,5031703,1,1,1000,144
31155,15577,31154,3113,353,91420297,1000,1,1,40
31156,15578,31157,1926,177,371859548,1000,1,1,40
31157,15578,31156,177,1926,12239371452,1000,100,1000,144
31158,15579,31159,1926,344,1153978843,1000,1,1,40
31159,15579,31158,344,1926,15557333157,1,1,1000,144
31160,15580,31161,1474,3575,35826832,1,1,1000,144
31161,15580,31160,3575,1474,1964173168,1000,1,1000,40
31162,15581,31163,3449,77,85125510,1000,35,1000,40
31163,15581,31162,77,3449,4914874490,1000,1700,1,30
31164,15582,31165,3576,1777,318220,1000,10,1000,40
31165,15582,31164,1777,3576,19681780,1000,100,1000,40
31166,15583,31167,54,3576,1912471,1000,1,1,40
31167,15583,31166,3576,54,18087529,1000,10,1000,40
31168,15584,31169,3482,1475,413676928,1000,25,1000,40
31169,15584,31168,1475,3482,4586323072,1,1,1000,144
31170,15585,31171,3482,1475,955985784,1000,35,1000,40
31171,15585,31170,1475,3482,9044014216,1,1,1000,144
31172,15586,31173,3450,3464,15121719,248,50,1000,40
31173,15586,31172,3464,3450,426878281,490,1,1000,40
31174,15587,31175,3577,3232,366002,1000,1,1000,40
31175,15587,31174,3232,3577,19633998,1000,1,1000,40
31176,15588,31177,977,3578,279022154,849,489,1000,40
31177,15588,31176,3578,977,4959924846,1000,1,1000,40
31178,15589,31179,2640,3568,28594059,0,0,1000,40
31179,15589,31178,3568,2640,1136729941,1000,1,1000,144
31180,15590,31181,806,3579,2045805,1000,1,1000,40
31181,15590,31180,3579,806,477472195,1000,1,1000,40
31182,15591,31183,2025,130,27376053,1,150,1000,40
31183,15591,31182,130,2025,2972623947,1,1,1000,40
31184,15592,31185,1618,3572,1275553,1000,1,1,40
31185,15592,31184,3572,1618,18724447,1000,1,1000,40
31186,15593,31187,2025,227,197040945,1,200,1000,40
31187,15593,31186,227,2025,1802959055,0,0,1000,29
31188,15594,31189,3572,2061,304750,1000,1,1000,40
31189,15594,31188,2061,3572,19695250,1000,1,1,40
31190,15595,31191,2197,2348,361718914,1000,250,1000,144
31191,15595,31190,2348,2197,4349899086,1000,100,1000,40
31192,15596,31193,871,3109,13297565,1,1,1000,144
31193,15596,31192,3109,871,236703435,1000,1,1000,40
31194,15597,31195,2085,3464,386478927,700,20,1000,144
31195,15597,31194,3464,2085,9842021073,490,1,1000,40
31196,15598,31197,422,3572,267210,1,0,1000,144
31197,15598,31196,3572,422,19732790,1000,1,1000,40
31198,15599,31199,3501,219,229304913,2000,100,1000,144
31199,15599,31198,219,3501,23657478087,2000,100,1000,200
31200,15600,31201,150,3572,1751904,99,1,1000,144
31201,15600,31200,3572,150,18248096,1000,1,1000,40
31202,15601,31203,1477,2493,58284280,1,1,1000,144
31203,15601,31202,2493,1477,944817720,1000,1,1000,40
31204,15602,31205,360,3572,410577,1000,1,1000,40
31205,15602,31204,3572,360,19589423,1000,1,1000,40
31206,15603,31207,3048,177,223522107,1000,1,1000,40
31207,15603,31206,177,3048,2634477893,1000,100,1,144
31208,15604,31209,217,1608,21797857,1000,1,1,40
31209,15604,31208,1608,217,978202143,1000,81,1000,44
31210,15605,31211,2455,3580,8770946,1000,1,1000,40
31211,15605,31210,3580,2455,91229054,1000,1,1000,40
31212,15606,31213,1608,332,16072586,1000,81,1000,44
31213,15606,31212,332,1608,983927414,1,1,1000,144
31214,15607,31215,54,3543,18018035,1000,1,1000,40
31215,15607,31214,3543,54,214295965,1000,100,1000,40
31216,15608,31217,3577,3232,162473,1000,1,1000,40
31217,15608,31216,3232,3577,50837527,1000,1,1000,40
31218,15609,31219,101,3572,812561,1000,1,1000,40
31219,15609,31218,3572,101,19187439,1000,1,1000,40
31220,15610,31221,1608,265,20367545,1000,81,1000,44
31221,15610,31220,265,1608,479635455,10000,5000,1000,144
31222,15611,31223,871,17,14490396,1,1,1000,144
31223,15611,31222,17,871,435509604,1000,1,1000,40
31224,15612,31225,2,3570,22829931,0,1000,1000,9
31225,15612,31224,3570,2,227170069,1000,1,1000,40
31226,15613,31227,3581,1473,4563280,1000,1,1000,40
31227,15613,31226,1473,3581,1314073720,1,1,1000,144
31228,15614,31229,3576,130,897896,1000,10,1000,40
31229,15614,31228,130,3576,19102104,1,1,1000,40
31230,15615,31231,1959,791,53466251,1000,1,1000,40
31231,15615,31230,791,1959,1446533749,1000,10,1,34
31232,15616,31233,358,46,2448598,1,1,1000,144
31233,15616,31232,46,358,55591402,1000,1,1,40
31234,15617,31235,2690,422,8721722,500,100,1000,48
31235,15617,31234,422,2690,491278278,1,0,1000,144
31236,15618,31237,54,3576,7228598,1000,1,1,40
31237,15618,31236,3576,54,92771402,1000,10,1000,40
31238,15619,31239,3576,177,4189246,1000,10,1000,40
31239,15619,31238,177,3576,95810754,1000,100,1,144
31240,15620,31241,3576,87,24878195,1000,10,1000,40
31241,15620,31240,87,3576,260121805,1,48,1000,16
31242,15621,31243,2536,791,287222311,1000,1,1000,40
31243,15621,31242,791,2536,2912777689,1000,10,1,34
31244,15622,31245,54,3582,3319632,1000,1,1,40
31245,15622,31244,3582,54,56680368,1000,1,1000,40
31246,15623,31247,3410,3419,2265244,1000,10,1000,40
31247,15623,31246,3419,3410,842734756,1000,1,1000,40
31248,15624,31249,2,3457,129015515,0,1000,1000,9
31249,15624,31248,3457,2,1325587485,1000,1,1000,40
31250,15625,31251,2010,3457,65129769,0,10000,1,34
31251,15625,31250,3457,2010,668333231,1000,1,1000,40
31252,15626,31253,201,3164,1243858638,100,1000,1,50
31253,15626,31252,3164,201,15456141362,5000,1000,1000,200
31254,15627,31255,1608,1940,346347245,1000,81,1000,44
31255,15627,31254,1940,1608,3653652755,1000,100,1000,40
31256,15628,31257,150,1940,106260925,99,1,1000,144
31257,15628,31256,1940,150,3893739075,1000,100,1000,40
31258,15629,31259,3226,2010,34463790,5000,1,1000,40
31259,15629,31258,2010,3226,965536210,28087,2,1,34
31260,15630,31261,3581,457,80432246,1000,1,1000,40
31261,15630,31260,457,3581,919567754,199,199,1,40
31262,15631,31263,3583,1088,784456041,1000,1,1000,40
31263,15631,31262,1088,3583,9215543959,1000,1,1,40
31264,15632,31265,3584,326,577862535,1000,1,1000,40
31265,15632,31264,326,3584,9422137465,1,1,1000,144
31266,15633,31267,3581,466,47620,1000,1,1000,40
31267,15633,31266,466,3581,399952380,1000,1,1000,40
31268,15634,31269,1608,130,30082285,1000,81,1000,44
31269,15634,31268,130,1608,969917715,1,4,1000,40
31270,15635,31271,3584,326,528278500,1000,1,1000,40
31271,15635,31270,326,3584,9471721500,1,1,1000,144
31272,15636,31273,2687,177,817037468,1000,10,1000,144
31273,15636,31272,177,2687,15960177532,1000,750,1,144
31274,15637,31275,3543,400,162668967,1000,100,1,40
31275,15637,31274,400,3543,1837331033,1000,1,1000,40
31276,15638,31277,3556,2883,31362880,1000,10,1000,40
31277,15638,31276,2883,3556,368637120,1000,1,1000,40
31278,15639,31279,977,3585,195011073,849,489,1000,40
31279,15639,31278,3585,977,4804988927,1000,1,1,40
31280,15640,31281,46,3543,97130533,1000,1,1000,40
31281,15640,31280,3543,46,1796769467,1000,100,1000,40
31282,15641,31283,54,3530,25997883,1000,1,0,40
31283,15641,31282,3530,54,260199117,1000,10,1000,14
31284,15642,31285,3586,63,1440663,1000,1,1000,40
31285,15642,31284,63,3586,18559337,1000,1,1000,40
31286,15643,31287,54,3586,220467,1000,1,1,40
31287,15643,31286,3586,54,19779533,1000,1,1000,40
31288,15644,31289,3587,3542,1977861,1000,1,1000,40
31289,15644,31288,3542,3587,98022139,499,89,1000,75
31290,15645,31291,348,3588,2385727,1,1,1000,144
31291,15645,31290,3588,348,89838273,1000,1,1000,40
31292,15646,31293,3562,3589,1434359,1000,1,1000,40
31293,15646,31292,3589,3562,198565641,1000,1,1000,40
31294,15647,31295,95,2943,2948553,1000,1,1000,40
31295,15647,31294,2943,95,61255447,1000,1,1,40
31296,15648,31297,76,2943,3265172,1000,1,1000,40
31297,15648,31296,2943,76,64173828,1000,1,1000,40
31298,15649,31299,3291,2371,925052426,1000,50,1000,40
31299,15649,31298,2371,3291,9074947574,1000,1,1000,40
31300,15650,31301,787,3590,29482330,1000,10,1,14
31301,15650,31300,3590,787,270517670,1000,13,1000,13
31302,15651,31303,3591,282,10601924,1000,10,1,14
31303,15651,31302,282,3591,159898076,1,5,1000,40
31304,15652,31305,3592,915,1803537,1000,1,1000,40
31305,15652,31304,915,3592,48196463,1000,1,1,40
31306,15653,31307,3048,177,235750886,1000,1,1000,40
31307,15653,31306,177,3048,3763249114,1000,100,1,144
31308,15654,31309,3115,2687,466796077,1000,1,1000,40
31309,15654,31308,2687,3115,9533203923,1000,10,1000,144
31310,15655,31311,3115,177,697987122,1000,1,1000,40
31311,15655,31310,177,3115,11302012878,1000,100,1,144
31312,15656,31313,46,3593,204570123,1000,1,1,40
31313,15656,31312,3593,46,2195429877,1000,1,1000,40
31314,15657,31315,1777,3115,131777817,1000,100,1000,40
31315,15657,31314,3115,1777,9868222183,1000,1,1000,40
31316,15658,31317,3594,17,229163161,200,10,1000,40
